seqnames	strand	gene	Ref_Class	final_TX_ID	source	start.TR	end.TR	exon_number	start.exon	end.exon	CAGE.cluster.start	CAGE.cluster.end	CAGE_ID	CAGE_significance	CAGE_score	CAGE_support	TX_category	EHV-1_12h_1	EHV-1_12h_2	EHV-1_12h_3	EHV-1_18h_1	EHV-1_18h_2	EHV-1_18h_3	EHV-1_1h_1	EHV-1_1h_2	EHV-1_1h_3	EHV-1_24h_1	EHV-1_24h_2	EHV-1_24h_3	EHV-1_2h_1	EHV-1_2h_2	EHV-1_2h_3	EHV-1_48h_1	EHV-1_48h_2	EHV-1_48h_3	EHV-1_4h_1	EHV-1_4h_2	EHV-1_4h_3	EHV-1_6h_1	EHV-1_6h_2	EHV-1_6h_3	EHV-1_8h_1	EHV-1_8h_2	EHV-1_8h_3
NC_001491.2	+	ORF23	ORF21-ORF22-ORF23-CX-Long	ORF21-ORF22-ORF23-CX-Long	Torma_et_al	28131	36380	1	28131	36380	NA	NA		NA	NA	NA	NA	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_001491.2	+	ORF23	ORF23	ORF23	Torma_et_al	33237	36380	1	33237	36380	33216	33240	CAGE_cluster_214	***	11862.110589904	8	NA	93	65	64	13	15	11	0	0	0	67	47	34	2	1	0	62	44	13	0	0	0	3	4	3	24	31	49
NC_001491.2	+	ORF23	ORF23-L1	ORF23-L1	Torma_et_al	32802	36380	1	32802	36380	NA	NA		NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF23	ORF23-Monocistronic-Long-novTX_299	novTX_299	Tombacz_et_al	33224	36380	1	33224	36380	33216	33240	CAGE_cluster_214	***	NA	8	Monocistronic-Long	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2
NC_001491.2	+	ORF23	ORF23-Putative mRNA-novTX_324	novTX_324	Tombacz_et_al	35467	36380	1	35467	36380	35460	35476	CAGE_cluster_231	**	NA	5	Putative mRNA	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF23	ORF23-Putative mRNA-novTX_329	novTX_329	Tombacz_et_al	35191	36380	1	35191	36380	35176	35192	CAGE_cluster_229	**	NA	3	Putative mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_001491.2	+	ORF23	ORF23-Putative mRNA-novTX_344	novTX_344	Tombacz_et_al	35897	36380	1	35897	36380	35896	35904	CAGE_cluster_240	***	NA	3	Putative mRNA	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NC_001491.2	+	ORF23	ORF23-Putative mRNA-novTX_52	novTX_52	Tombacz_et_al	35755	36380	1	35755	36380	35748	35766	CAGE_cluster_236	**	NA	5	Putative mRNA	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	0	1	1	1	1	0	0
NC_001491.2	+	ORF23	ORF23-Putative mRNA-novTX_53	novTX_53	Tombacz_et_al	36080	36380	1	36080	36380	36080	36094	CAGE_cluster_242	**	NA	4	Putative mRNA	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF23	ORF23.5	ORF23.5	Torma_et_al	35814	36380	1	35814	36380	35811	35814	CAGE_cluster_238	***	18095.726569057	9	NA	149	73	92	47	52	53	0	0	0	48	31	35	0	0	0	80	40	25	0	1	1	23	21	44	35	52	42
NC_001491.2	+	ORF24	ORF24	ORF24	Torma_et_al	36497	46890	1	36497	46890	36468	36504	CAGE_cluster_245	***	18947.390946037	9	NA	4	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
NC_001491.2	+	ORF24	ORF24-Putative mRNA-novTX_285	novTX_285	Tombacz_et_al	45786	46890	1	45786	46890	45784	45803	CAGE_cluster_317	***	NA	6	Putative mRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_001491.2	+	ORF24	ORF24-Putative mRNA-novTX_56	novTX_56	Tombacz_et_al	45839	46890	1	45839	46890	45832	45840	CAGE_cluster_318	***	NA	3	Putative mRNA	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF24	ORF24.5	ORF24.5	Torma_et_al	45197	46890	1	45197	46890	NA	NA		NA	NA	NA	NA	4	1	0	5	6	3	0	0	0	3	2	2	0	0	0	6	9	0	0	0	0	0	1	1	1	1	4
NC_001491.2	+	ORF24	ORF24.6	ORF24.6	Torma_et_al	45483	46890	1	45483	46890	45479	45486	CAGE_cluster_315	***	10025.662746044	8	NA	70	50	53	25	13	14	0	0	0	24	21	20	0	0	0	37	11	9	0	0	1	11	7	8	24	31	40
NC_001491.2	+	ORF24	ORF24.7	ORF24.7	Torma_et_al	45800	46890	1	45800	46890	45784	45803	CAGE_cluster_317	***	1854.987590409	6	NA	15	3	13	2	4	1	0	0	0	1	0	1	0	0	0	4	2	3	0	0	0	2	1	0	0	8	4
NC_001491.2	+	ORF24	ORF24.8	ORF24.8	Torma_et_al	46066	46890	1	46066	46890	46064	46066	CAGE_cluster_320	**	1651.013070769	4	NA	7	5	8	10	3	7	0	0	0	5	1	7	0	0	0	5	3	2	0	0	0	4	2	0	5	3	3
NC_001491.2	+	ORF27	ORF27-ORF28-ORF29-ORF30-ORF3-CX-Canonic1	ORF27-ORF28-ORF29-ORF30-ORF3-CX-Canonic1	Torma_et_al	48073	59182	1	48073	59182	NA	NA		NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF28	ORF25-ORF26-ORF27-ORF28-ORF29-CX	ORF25-ORF26-ORF27-ORF28-ORF29-CX	Torma_et_al	47036	51686	1	47036	51686	47033	47036	CAGE_cluster_328	**	458.333536681	3	NA	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_001491.2	+	ORF28	ORF28-Multicistronic-Short-novTX_57	novTX_57	Tombacz_et_al	48532	51693	1	48532	51693	48529	48568	CAGE_cluster_335	***	NA	6	Multicistronic-Short	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
NC_001491.2	+	ORF28	ORF28-ORF29-PC-Canonic	ORF28-ORF29-PC-Canonic	Torma_et_al	48421	51693	1	48421	51693	48408	48423	CAGE_cluster_334	***	8237.944903407	8	NA	31	16	17	2	0	1	0	0	0	3	7	3	0	0	0	1	3	3	0	2	0	1	1	0	7	11	9
NC_001491.2	+	ORF28	ORF28-ORF29-PC-Short	ORF28-ORF29-PC-Short	Torma_et_al	48558	51693	1	48558	51693	48529	48568	CAGE_cluster_335	***	2831.970866237	6	NA	4	1	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	1
NC_001491.2	+	ORF29	ORF29	ORF29	Torma_et_al	50573	51693	1	50573	51693	50570	50578	CAGE_cluster_345	***	109215.339810069	9	NA	1088	756	713	295	190	188	0	0	0	322	216	215	1	2	1	177	103	133	5	9	15	204	164	212	399	576	550
NC_001491.2	+	ORF29	ORF29-ORF30-ORF31-CX-Canonic	ORF29-ORF30-ORF31-CX-Canonic	Torma_et_al	50573	59182	1	50573	59182	50570	50578	CAGE_cluster_345	***	109215.339810069	9	NA	0	0	0	0	1	0	0	0	0	2	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF29	ORF29-Putative mRNA-novTX_61	novTX_61	Tombacz_et_al	50748	51693	1	50748	51693	50739	50759	CAGE_cluster_347	**	NA	4	Putative mRNA	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_001491.2	+	ORF29	ORF29-Putative mRNA-novTX_63	novTX_63	Tombacz_et_al	51148	51693	1	51148	51693	51136	51162	CAGE_cluster_353	***	NA	6	Putative mRNA	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
NC_001491.2	+	ORF3	ORF3	ORF3	Torma_et_al	2669	3632	1	2669	3632	2650	2702	CAGE_cluster_17	***	46784.823665342	9	NA	343	209	210	99	56	59	0	0	0	58	58	36	0	1	0	62	38	32	3	4	12	75	55	71	113	166	153
NC_001491.2	+	ORF3	ORF3-Monocistronic-Long-novTX_37	novTX_37	Tombacz_et_al	2650	3632	1	2650	3632	2650	2702	CAGE_cluster_17	***	NA	9	Monocistronic-Long	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
NC_001491.2	+	ORF3	ORF3-Monocistronic-Short-novTX_39	novTX_39	Tombacz_et_al	2702	3632	1	2702	3632	2650	2702	CAGE_cluster_17	***	NA	9	Monocistronic-Short	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
NC_001491.2	+	ORF3	ORF3-ORF4-ORF5-ORF6-ORF7-ORF8-ORF9-ORF10-ORF11-CX-Canonic	ORF3-ORF4-ORF5-ORF6-ORF7-ORF8-ORF9-ORF10-ORF11-CX-Canonic	Torma_et_al	2669	13520	1	2669	13520	2650	2702	CAGE_cluster_17	***	46784.823665342	9	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_001491.2	+	ORF3	ORF3-Putative mRNA-novTX_45	novTX_45	Tombacz_et_al	3043	3632	1	3043	3632	3040	3063	CAGE_cluster_21	**	NA	4	Putative mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
NC_001491.2	+	ORF31	ORF31	ORF31	Torma_et_al	55322	59182	1	55322	59182	55308	55358	CAGE_cluster_374	***	296182.372347441	9	NA	976	584	508	73	47	26	0	0	0	170	101	104	129	102	74	119	68	76	116	179	194	81	72	96	295	369	427
NC_001491.2	+	ORF31	ORF31-L1	ORF31-L1	Torma_et_al	55046	59182	1	55046	59182	55044	55053	CAGE_cluster_372	***	1621.576271431	6	NA	11	6	3	5	1	1	0	0	0	6	2	4	0	0	0	3	2	3	0	0	0	0	0	0	1	1	0
NC_001491.2	+	ORF31	ORF31-Monocistronic-Long-novTX_66	novTX_66	Tombacz_et_al	55255	59182	1	55255	59182	55249	55257	CAGE_cluster_373	***	NA	7	Monocistronic-Long	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
NC_001491.2	+	ORF31	ORF31-Monocistronic-Short-novTX_68	novTX_68	Tombacz_et_al	55342	59182	1	55342	59182	55308	55358	CAGE_cluster_374	***	NA	9	Monocistronic-Short	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF31	ORF31-ORF32-ORF33-ORF34-PC-Canonic	ORF31-ORF32-ORF33-ORF34-PC-Canonic	Torma_et_al	52456	65086	1	52456	65086	NA	NA		NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF31	ORF31-Putative mRNA-novTX_247	novTX_247	Tombacz_et_al	56316	59182	1	56316	59182	56315	56367	CAGE_cluster_385	**	NA	4	Putative mRNA	0	1	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1
NC_001491.2	+	ORF31	ORF31-Putative mRNA-novTX_73	novTX_73	Tombacz_et_al	56326	59182	1	56326	59182	56315	56367	CAGE_cluster_385	**	NA	4	Putative mRNA	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0
NC_001491.2	+	ORF31	ORF31-Putative mRNA-novTX_76	novTX_76	Tombacz_et_al	56757	59182	1	56757	59182	56741	56767	CAGE_cluster_391	**	NA	4	Putative mRNA	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
NC_001491.2	+	ORF31	ORF31-Putative mRNA-novTX_78	novTX_78	Tombacz_et_al	58023	59182	1	58023	59182	58019	58031	CAGE_cluster_405	**	NA	4	Putative mRNA	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
NC_001491.2	+	ORF31	ORF31-Putative mRNA-novTX_79	novTX_79	Tombacz_et_al	58487	59182	1	58487	59182	58466	58492	CAGE_cluster_410	**	NA	5	Putative mRNA	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1
NC_001491.2	+	ORF31	ORF31-Putative mRNA-novTX_81	novTX_81	Tombacz_et_al	58635	59182	1	58635	59182	58635	58645	CAGE_cluster_414	**	NA	3	Putative mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
NC_001491.2	+	ORF32	ORF32-ORF33-ORF34-PC-Canonic	ORF32-ORF33-ORF34-PC-Canonic	Torma_et_al	59209	65093	1	59209	65093	59205	59232	CAGE_cluster_418	***	19717.570999825	9	NA	6	3	3	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	2	2
NC_001491.2	+	ORF32	ORF32-ORF33-PC-Canonic	ORF32-ORF33-PC-Canonic	Torma_et_al	59209	64402	1	59209	64402	59205	59232	CAGE_cluster_418	***	19717.570999825	9	NA	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7
NC_001491.2	+	ORF33	ORF33	ORF33	Torma_et_al	61312	64402	1	61312	64402	61307	61316	CAGE_cluster_427	***	175245.507895459	9	NA	128	74	100	27	19	7	0	0	0	91	44	43	0	1	0	59	34	34	1	6	2	1	6	4	27	42	46
NC_001491.2	+	ORF33	ORF33-L1	ORF33-L1	Torma_et_al	59993	64402	1	59993	64402	NA	NA		NA	NA	NA	NA	5	0	6	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0
NC_001491.2	+	ORF33	ORF33-L2	ORF33-L2	Torma_et_al	60473	64402	1	60473	64402	60471	60473	CAGE_cluster_423	***	1715.138827069	5	NA	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NC_001491.2	+	ORF33	ORF33-ORF34-ORF35-CX-Canonic	ORF33-ORF34-ORF35-CX-Canonic	Torma_et_al	61312	67178	1	61312	67178	61307	61316	CAGE_cluster_427	***	175245.507895459	9	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_001491.2	+	ORF33	ORF33-ORF34-PC-Canonic	ORF33-ORF34-PC-Canonic	Torma_et_al	61312	65093	1	61312	65093	61307	61316	CAGE_cluster_427	***	175245.507895459	9	NA	319	151	194	38	39	21	0	0	0	207	155	141	0	0	0	186	116	75	0	0	0	1	2	0	41	39	66
NC_001491.2	+	ORF33	ORF33-ORF34-PC-Long	ORF33-ORF34-PC-Long	Torma_et_al	61255	65093	1	61255	65093	61255	61258	CAGE_cluster_426	***	3064.399227314	5	NA	9	3	5	2	0	0	0	0	0	4	3	3	0	0	0	3	2	1	0	0	0	0	0	0	2	1	1
NC_001491.2	+	ORF33	ORF33-ORF34-PC-Long-1	ORF33-ORF34-PC-Long-1	Torma_et_al	59993	65093	1	59993	65093	NA	NA		NA	NA	NA	NA	8	5	5	2	2	0	0	0	0	5	3	6	0	0	0	1	5	2	0	0	0	0	0	0	2	2	2
NC_001491.2	+	ORF33	ORF33-ORF34-PC-Long-2	ORF33-ORF34-PC-Long-2	Torma_et_al	60473	65093	1	60473	65093	60471	60473	CAGE_cluster_423	***	1715.138827069	5	NA	7	2	4	0	1	0	0	0	0	2	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	3
NC_001491.2	+	ORF34	ORF34	ORF34	Torma_et_al	64488	65093	1	64488	65093	64483	64515	CAGE_cluster_465	***	678167.34293243	9	NA	3147	2025	2113	1064	763	684	0	0	0	691	462	477	197	151	132	952	671	387	121	142	200	670	555	737	999	1414	1716
NC_001491.2	+	ORF34	ORF34-L1	ORF34-L1	Torma_et_al	61608	65093	1	61608	65093	NA	NA		NA	NA	NA	NA	2	1	2	2	0	2	0	0	0	2	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1
NC_001491.2	+	ORF34	ORF34-Monocistronic-Long-novTX_250	novTX_250	Tombacz_et_al	63531	65093	1	63531	65093	63520	63538	CAGE_cluster_450	**	NA	3	Monocistronic-Long	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF34	ORF34-Monocistronic-Long-novTX_85	novTX_85	Tombacz_et_al	62857	65093	1	62857	65093	62843	62859	CAGE_cluster_443	***	NA	6	Monocistronic-Long	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
NC_001491.2	+	ORF34	ORF34-Monocistronic-Short-novTX_352	novTX_352	Tombacz_et_al	64500	65093	1	64500	65093	64483	64515	CAGE_cluster_465	***	NA	9	Monocistronic-Short	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2
NC_001491.2	+	ORF34	ORF34-ORF35.5-ORF35-CX-Canonic	ORF34-ORF35.5-ORF35-CX-Canonic	Torma_et_al	64488	67175	1	64488	67175	64483	64515	CAGE_cluster_465	***	678167.34293243	9	NA	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2
NC_001491.2	+	ORF34	ORF34-ORF35.5-ORF35-ORF36-ORF37-ORF38-CX-Canonic	ORF34-ORF35.5-ORF35-ORF36-ORF37-ORF38-CX-Canonic	Torma_et_al	64488	71034	1	64488	71034	64483	64515	CAGE_cluster_465	***	678167.34293243	9	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3
NC_001491.2	+	ORF34	ORF34-Putative mRNA-novTX_309	novTX_309	Tombacz_et_al	64629	65093	1	64629	65093	64623	64708	CAGE_cluster_467	***	NA	9	Putative mRNA	3	1	1	5	4	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	3	0	2	2
NC_001491.2	+	ORF34	ORF34-Putative mRNA-novTX_341	novTX_341	Tombacz_et_al	64580	65093	1	64580	65093	64580	64594	CAGE_cluster_466	**	NA	4	Putative mRNA	3	0	0	3	0	1	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	1	1	2	0	1	1
NC_001491.2	+	ORF34	ORF34-Putative mRNA-novTX_345	novTX_345	Tombacz_et_al	64740	65093	1	64740	65093	64732	64750	CAGE_cluster_468	***	NA	6	Putative mRNA	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0
NC_001491.2	+	ORF35	as35	as35	Torma_et_al	66315	67175	1	66315	67175	66315	66318	CAGE_cluster_477	**	1030.020114857	3	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
NC_001491.2	+	ORF38	ORF35.5-ORF35-ORF36-ORF37-ORF38-CX-Canonic	ORF35.5-ORF35-ORF36-ORF37-ORF38-CX-Canonic	Torma_et_al	64686	71034	1	64686	71034	64623	64708	CAGE_cluster_467	***	64267.893626209	9	NA	2	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
NC_001491.2	+	ORF38	ORF36-ORF37-ORF38-CX-Canonic	ORF36-ORF37-ORF38-CX-Canonic	Torma_et_al	66315	71034	1	66315	71034	66315	66318	CAGE_cluster_477	**	1030.020114857	3	NA	6	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	4	1
NC_001491.2	+	ORF38	ORF36-ORF37-ORF38-CX-Short	ORF36-ORF37-ORF38-CX-Short	Torma_et_al	66600	71034	1	66600	71034	NA	NA		NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	4	1	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	ORF36-ORF37-ORF38-CX-Short-2	ORF36-ORF37-ORF38-CX-Short-2	Torma_et_al	66701	71034	1	66701	71034	NA	NA		NA	NA	NA	NA	2	1	1	1	1	0	0	0	0	2	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	ORF37-ORF38-CX-Canonic	ORF37-ORF38-CX-Canonic	Torma_et_al	69019	71034	1	69019	71034	69016	69019	CAGE_cluster_486	***	1552.07836209	6	NA	11	5	5	6	2	1	0	0	0	5	10	7	0	0	0	15	7	3	0	0	0	0	0	0	1	3	2
NC_001491.2	+	ORF38	ORF37-ORF38-CX-Long	ORF37-ORF38-CX-Long	Torma_et_al	68916	71034	1	68916	71034	NA	NA		NA	NA	NA	NA	7	5	4	0	1	0	0	0	0	4	1	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	ORF37-ORF38-CX-Long-1	ORF37-ORF38-CX-Long-1	Torma_et_al	67656	71034	1	67656	71034	NA	NA		NA	NA	NA	NA	9	2	1	0	1	0	0	0	0	2	2	1	0	0	0	2	2	2	0	0	0	0	0	0	1	1	3
NC_001491.2	+	ORF38	ORF37-ORF38-CX-Long-2	ORF37-ORF38-CX-Long-2	Torma_et_al	68373	71034	1	68373	71034	NA	NA		NA	NA	NA	NA	5	5	8	1	3	4	0	0	0	13	10	4	0	0	0	9	7	0	0	0	0	1	0	0	0	0	1
NC_001491.2	+	ORF38	ORF38	ORF38	Torma_et_al	69782	71034	1	69782	71034	69778	69815	CAGE_cluster_495	***	47409.336119868	9	NA	174	99	102	25	19	20	0	0	0	12	11	12	6	4	6	19	15	11	10	12	12	23	20	22	62	76	128
NC_001491.2	+	ORF38	ORF38-Monocistronic-Short-novTX_94	novTX_94	Tombacz_et_al	69807	71034	1	69807	71034	69778	69815	CAGE_cluster_495	***	NA	9	Monocistronic-Short	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
NC_001491.2	+	ORF38	ORF38-Putative mRNA-novTX_96	novTX_96	Tombacz_et_al	70249	71034	1	70249	71034	70249	70272	CAGE_cluster_505	***	NA	3	Putative mRNA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
NC_001491.2	+	ORF38	TR886	TR886	Torma_et_al	66315	71034	1	66315	66376	66315	66318	CAGE_cluster_477	**	1030.020114857	3	NA	12	7	13	3	2	3	0	0	0	4	2	1	0	0	0	4	0	5	0	0	0	0	0	0	0	1	3
NC_001491.2	+	ORF38	TR886	TR886	Torma_et_al	66315	71034	2	69904	71034	66315	66318	CAGE_cluster_477	**	1030.020114857	3	NA	12	7	13	3	2	3	0	0	0	4	2	1	0	0	0	4	0	5	0	0	0	0	0	0	0	1	3
NC_001491.2	+	ORF38	TR888	TR888	Torma_et_al	66576	71034	1	66576	66754	NA	NA		NA	NA	NA	NA	0	0	1	3	3	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	TR888	TR888	Torma_et_al	66576	71034	2	69904	71034	NA	NA		NA	NA	NA	NA	0	0	1	3	3	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	TR889	TR889	Torma_et_al	66600	71034	1	66600	66754	NA	NA		NA	NA	NA	NA	2	1	0	1	1	1	0	0	0	3	5	1	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	TR889	TR889	Torma_et_al	66600	71034	2	69904	71034	NA	NA		NA	NA	NA	NA	2	1	0	1	1	1	0	0	0	3	5	1	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	TR891	TR891	Torma_et_al	66701	71034	1	66701	66754	NA	NA		NA	NA	NA	NA	2	1	0	3	2	3	0	0	0	1	1	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	TR891	TR891	Torma_et_al	66701	71034	2	69904	71034	NA	NA		NA	NA	NA	NA	2	1	0	3	2	3	0	0	0	1	1	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	TR894	TR894	Torma_et_al	68373	71034	1	68373	68513	NA	NA		NA	NA	NA	NA	1	1	5	2	2	3	0	0	0	5	1	4	0	0	0	11	11	4	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF38	TR894	TR894	Torma_et_al	68373	71034	2	69904	71034	NA	NA		NA	NA	NA	NA	1	1	5	2	2	3	0	0	0	5	1	4	0	0	0	11	11	4	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF39	ORF39	ORF39	Torma_et_al	71119	73833	1	71119	73833	71118	71124	CAGE_cluster_510	***	28089.55076049	9	NA	141	73	72	9	9	3	0	0	0	25	20	14	0	0	0	17	8	19	0	0	0	0	1	2	25	26	31
NC_001491.2	+	ORF39	ORF39-L1	ORF39-L1	Torma_et_al	70672	73833	1	70672	73833	70669	70675	CAGE_cluster_507	***	1987.459501051	5	NA	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF39	ORF39-L2	ORF39-L2	Torma_et_al	70903	73833	1	70903	73833	NA	NA		NA	NA	NA	NA	0	3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF39	ORF39.5	ORF39.5	Torma_et_al	73393	73833	1	73393	73833	NA	NA		NA	NA	NA	NA	9	3	6	7	1	3	0	0	0	1	1	1	0	0	0	5	9	1	0	0	0	2	0	2	1	0	3
NC_001491.2	+	ORF40	ORF40-ORF41-ORF42-CX	ORF40-ORF41-ORF42-CX	Torma_et_al	74435	81892	1	74435	81892	NA	NA		NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF41	ORF41-ORF42-ORF43-PC-Canonic	ORF41-ORF42-ORF43-PC-Canonic	Torma_et_al	76722	83096	1	76722	83096	76719	76728	CAGE_cluster_541	***	8719.130416886	8	NA	4	0	2	0	0	0	0	0	0	7	5	4	0	0	0	3	1	2	0	0	0	0	0	0	0	0	2
NC_001491.2	+	ORF41	ORF41-ORF42-ORF43-PC-Long	ORF41-ORF42-ORF43-PC-Long	Torma_et_al	76515	83096	1	76515	83096	NA	NA		NA	NA	NA	NA	5	4	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
NC_001491.2	+	ORF41	ORF41-ORF42-ORF43-PC-Long-2	ORF41-ORF42-ORF43-PC-Long-2	Torma_et_al	76649	83096	1	76649	83096	NA	NA		NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
