seqnames	strand	transcript_id	source	TX_category	NAGATA.transcript_id	NAGATA.prime5.TR	NAGATA.support	NAGATE.distance	CAGE_significance	CAGE_support	CAGE_score	EX_1	EX_2	EX_3	EX_4	gene	1h	2h	4h	6h	8h	12h	18h	24h	48h	sum_dcDNA_read_count	presence
NC_001491.2	+	ORF39.5	Torma_et_al	Putative mRNA	mRNA.TU.15-TSS.72.1-0--100.0	73486	distance <= 100	93				73393-73833				ORF39	0	0	0	3	3	15	10	1	10	42	6
NC_001491.2	+	ORF4-ORF5-ORF6-ORF7-ORF8-CX	Torma_et_al				NA		***	7	3123.211837139	3296-11072				ORF8	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF40-ORF41-ORF42-CX	Torma_et_al				NA					74435-81892				ORF40	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	+	ORF41-ORF42-ORF43-PC-Canonic	Torma_et_al				NA		***	8	8719.130416886	76722-83096				ORF41	0	0	0	0	2	2	0	6	3	13	4
NC_001491.2	+	ORF41-ORF42-ORF43-PC-Long	Torma_et_al				NA					76515-83096				ORF41	0	0	0	0	0	4	0	1	0	5	2
NC_001491.2	+	ORF41-ORF42-ORF43-PC-Long-2	Torma_et_al				NA					76649-83096				ORF41	0	0	0	0	1	1	0	1	1	4	4
NC_001491.2	+	ORF41-ORF42-PC-Canonic	Torma_et_al				NA					76515-81894				ORF41	0	0	1	0	5	6	0	0	1	13	4
NC_001491.2	+	ORF41-ORF42-PC-Short	Torma_et_al				NA					76649-81894				ORF41	0	0	0	0	3	8	2	7	0	20	4
NC_001491.2	+	ORF41-ORF42-PC-Short-2	Torma_et_al				NA		***	8	8719.130416886	76722-81894				ORF41	0	0	0	0	1	4	0	7	4	16	4
NC_001491.2	+	ORF42	Torma_et_al				NA		***	9	157052.196791096	77591-81894				ORF42	0	9	10	51	1213	3033	313	1171	695	6495	8
NC_001491.2	+	ORF42-L1	Torma_et_al				NA					77081-81894				ORF42	0	0	0	0	1	1	1	2	1	6	5
NC_001491.2	+	ORF42-L2	Torma_et_al				NA		***	9	47023.292115728	77362-81894				ORF42	0	3	1	3	65	106	17	69	30	294	8
NC_001491.2	+	ORF42-Monocistronic-Long-novTX_104	Tombacz_et_al	Monocistronic-Long			NA		***	9		77645-81894				ORF42	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF42-Monocistronic-Long-novTX_252	Tombacz_et_al	Monocistronic-Long			NA		***	9		77665-81894				ORF42	0	0	0	0	0	1	0	0	1	2	2
NC_001491.2	+	ORF42-Monocistronic-Long-novTX_325	Tombacz_et_al	Monocistronic-Long			NA		***	9		77615-81894				ORF42	0	0	0	0	1	0	0	0	0	1	1
NC_001491.2	+	ORF42-Multicistronic-Long-novTX_102	Tombacz_et_al	Multicistronic-Long			NA		***	9		77615-83096				ORF42	0	0	0	0	0	0	0	2	0	2	1
NC_001491.2	+	ORF42-ORF43-ORF45-ORF46-PC-Canonic	Torma_et_al				NA		***	9	157052.196791096	77591-87824				ORF42	0	0	0	0	0	6	0	1	0	7	2
NC_001491.2	+	ORF42-ORF43-PC-Canonic	Torma_et_al				NA		***	9	157052.196791096	77591-83096				ORF42	0	2	0	2	138	590	59	451	238	1480	7
NC_001491.2	+	ORF42-ORF43-PC-Long	Torma_et_al				NA		***	5	2081.460815577	77505-83096				ORF42	0	0	0	0	1	11	5	54	59	130	5
NC_001491.2	+	ORF42-ORF43-PC-Long-1	Torma_et_al				NA					77081-83096				ORF42	0	0	0	0	0	1	0	7	0	8	2
NC_001491.2	+	ORF42-ORF43-PC-Long-2	Torma_et_al				NA		***	9	47023.292115728	77362-83096				ORF42	0	1	0	0	2	23	2	17	10	55	6
NC_001491.2	+	ORF42-Putative mRNA-novTX_107	Tombacz_et_al	Putative mRNA			NA		**	3		78089-81894				ORF42	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF42-Putative mRNA-novTX_131	Tombacz_et_al	Putative mRNA			NA		**	4		79076-81894				ORF42	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	+	ORF42-Putative mRNA-novTX_139	Tombacz_et_al	Putative mRNA			NA		***	6		79636-81894				ORF42	0	0	0	0	0	0	0	0	2	2	1
NC_001491.2	+	ORF42-Putative mRNA-novTX_144	Tombacz_et_al	Putative mRNA			NA		***	8		79748-81894															
NC_001491.2	+	ORF42-Putative mRNA-novTX_146	Tombacz_et_al	Putative mRNA			NA		***	6		79957-81894															
NC_001491.2	+	ORF42-Putative mRNA-novTX_147	Tombacz_et_al	Putative mRNA			NA		***	6		79972-81894				ORF42	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	+	ORF42-Putative mRNA-novTX_150	Tombacz_et_al	Putative mRNA			NA		**	4		80198-81894				ORF42	0	0	0	0	0	2	0	0	0	2	1
NC_001491.2	+	ORF42-Putative mRNA-novTX_153	Tombacz_et_al	Putative mRNA			NA		**	4		80354-81894															
NC_001491.2	+	ORF42-Putative mRNA-novTX_155	Tombacz_et_al	Putative mRNA	mRNA.TU.16-TSS.73.1-0--1.78	80595	distance <= 25	20	***	3		80615-81894				ORF42	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	+	ORF42-Putative mRNA-novTX_255	Tombacz_et_al	Putative mRNA			NA		***	8		78779-81894				ORF42	0	0	0	0	0	2	0	0	0	2	1
NC_001491.2	+	ORF42-Putative mRNA-novTX_257	Tombacz_et_al	Putative mRNA			NA		**	5		78932-81894				ORF42	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF42-Putative mRNA-novTX_259	Tombacz_et_al	Putative mRNA			NA		***	6		79609-81894				ORF42	0	0	1	0	0	0	1	0	1	3	3
NC_001491.2	+	ORF42-Putative mRNA-novTX_260	Tombacz_et_al	Putative mRNA			NA		**	3		79808-81894				ORF42	0	0	0	0	0	1	0	1	0	2	2
NC_001491.2	+	ORF42-Putative mRNA-novTX_303	Tombacz_et_al	Putative mRNA	mRNA.TU.16-TSS.86.1-0--9.7	81324	distance <= 25	20	***	8		81304-81894				ORF42	0	0	0	0	1	0	0	1	0	2	2
NC_001491.2	+	ORF42-Putative mRNA-novTX_311	Tombacz_et_al	Putative mRNA	mRNA.TU.16-TSS.86.1-0--9.7	81324	distance <= 25	20	***	8		81304-81892															
NC_001491.2	+	ORF42-Putative mRNA-novTX_314	Tombacz_et_al	Putative mRNA	mRNA.TU.16-TSS.75.1-0--2.25	80697	distance <= 25	12	**	5		80709-81894				ORF42	0	0	0	0	1	0	2	0	0	3	2
NC_001491.2	+	ORF42-Putative mRNA-novTX_315	Tombacz_et_al	Putative mRNA	mRNA.TU.16-TSS.86.1-0--9.7	81324	distance <= 25	4	***	8		81328-81894				ORF42	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	+	ORF42-Putative mRNA-novTX_326	Tombacz_et_al	Putative mRNA	mRNA.TU.16-TSS.83.1-0--8.05	81102	distance <= 25	25	**	4		81077-81894															
NC_001491.2	+	ORF42-Putative mRNA-novTX_327	Tombacz_et_al	Putative mRNA	mRNA.TU.16-TSS.88.1-0--7.69	81486	distance <= 25	13	**	3		81499-81892															
NC_001491.2	+	ORF42-Putative mRNA-novTX_336	Tombacz_et_al	Putative mRNA	mRNA.TU.16-TSS.80.1-0--4.85	80951	distance <= 25	13	***	6		80964-81894				ORF42	0	0	0	1	0	0	1	0	0	2	2
NC_001491.2	+	ORF42-Putative mRNA-novTX_338	Tombacz_et_al	Putative mRNA	mRNA.TU.16-TSS.88.1-0--7.69	81486	distance <= 25	13	**	3		81499-81894				ORF42	0	0	0	1	0	0	1	0	0	2	2
NC_001491.2	+	ORF43	Torma_et_al		mRNA.TU.17-TSS.90.1-0--9.93	81914	distance <= 25	9	***	9	169952.732015682	81905-83096				ORF43	0	1	6	55	324	1115	456	621	502	3080	8
NC_001491.2	+	ORF43-L1	Torma_et_al				NA					78636-83096				ORF43	0	0	0	0	1	1	2	3	0	7	4
NC_001491.2	+	ORF43-L2	Torma_et_al				NA		***	7	2180.507617109	79161-83096				ORF43	0	0	0	0	0	0	0	4	2	6	2
NC_001491.2	+	ORF43-L3	Torma_et_al				NA		***	6	1503.278027009	79666-83096				ORF43	0	0	0	0	1	7	0	3	3	14	4
NC_001491.2	+	ORF43-L4	Torma_et_al				NA		***	6	3838.637537626	79946-83096				ORF43	0	0	0	0	0	6	1	4	7	18	4
NC_001491.2	+	ORF43-L5	Torma_et_al				NA					80246-83096				ORF43	0	0	0	0	1	1	2	1	1	6	5
NC_001491.2	+	ORF43-L6	Torma_et_al		mRNA.TU.16-TSS.77.1-0--4.62	80804	distance <= 25	8				80796-83096				ORF43	0	0	0	0	2	4	4	3	7	20	5
NC_001491.2	+	ORF43-L7	Torma_et_al		mRNA.TU.16-TSS.81.1-0--6.75	81012	distance <= 25	4	***	5	1651.342287112	81008-83096				ORF43	0	0	0	0	1	1	1	1	1	5	5
NC_001491.2	+	ORF43-Monocistronic-Long-novTX_160	Tombacz_et_al	Monocistronic-Long	mRNA.TU.17-TSS.90.1-0--9.93	81914	distance <= 25	22	***	9		81892-83096				ORF43	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF43-Monocistronic-Long-novTX_348	Tombacz_et_al	Monocistronic-Long			NA		***	6		79972-83096															
NC_001491.2	+	ORF43-Monocistronic-Short-novTX_161	Tombacz_et_al	Monocistronic-Short	mRNA.TU.17-TSS.90.1-0--9.93	81914	distance <= 25	5	***	9		81919-83096				ORF43	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	+	ORF43-ORF45-ORF46-PC-Canonic	Torma_et_al		mRNA.TU.17-TSS.90.1-0--9.93	81914	distance <= 25	9	***	9	169952.732015682	81905-87824				ORF43	0	0	0	0	2	4	1	4	4	15	5
NC_001491.2	+	ORF45-ORF46-ORF48-ORF49-ORF50-ORF51-PC-Canonic	Torma_et_al				NA		***	9	9882.10484979	84369-93028				ORF45	0	0	0	0	1	1	0	0	1	3	3
NC_001491.2	+	ORF45-ORF46-PC-Canonic	Torma_et_al				NA		***	9	9882.10484979	84369-87824				ORF45	0	0	0	3	49	182	16	46	25	321	6
NC_001491.2	+	ORF45-ORF46-PC-Long-1	Torma_et_al		mRNA.TU.17-TSS.105.1-0--2.62	82834	distance <= 25	8	**	5	767.898535723	82842-87824				ORF45	0	0	0	0	0	5	0	3	1	9	3
NC_001491.2	+	ORF45-ORF46-PC-Long-2	Torma_et_al				NA					84189-87824				ORF45	0	0	0	2	8	50	8	16	11	95	6
NC_001491.2	+	ORF45-ORF46-PC-Long-3	Torma_et_al				NA					84295-87824				ORF45	0	0	0	0	3	8	0	0	0	11	2
NC_001491.2	+	ORF46	Torma_et_al		mRNA.TU.18-TSS.107.1-0--25.57	86375	distance <= 25	13	***	9	86536.604073751	86362-87824				ORF46	0	1	1	15	162	560	192	257	371	1559	8
NC_001491.2	+	ORF46-L1	Torma_et_al				NA		**	3	1498.735337916	84815-87824				ORF46	0	0	0	0	5	17	5	4	8	39	5
NC_001491.2	+	ORF46-Monocistronic-Short-novTX_318	Tombacz_et_al	Monocistronic-Short	mRNA.TU.18-TSS.107.1-0--25.57	86375	distance <= 25	8	***	9		86383-87824															
NC_001491.2	+	ORF46-Non-coding-novTX_165	Tombacz_et_al	Non-coding			NA		**	3		87562-87824				ORF46	0	0	0	0	0	1	3	0	1	5	3
NC_001491.2	+	ORF46-ORF48-ORF49-ORF50	Torma_et_al				NA					84907-93028				ORF46	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF46-ORF48-ORF49-ORF50-ORF51-ORF52-ORF53-CX-Canonic	Torma_et_al		mRNA.TU.18-TSS.107.1-0--25.57	86375	distance <= 25	13	***	9	86536.604073751	86362-98004				ORF46	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF46-ORF48-ORF49-ORF50-ORF51-PC-Canonic	Torma_et_al		mRNA.TU.18-TSS.107.1-0--25.57	86375	distance <= 25	13	***	9	86536.604073751	86362-93028				ORF46	0	0	0	0	2	6	0	3	2	13	4
NC_001491.2	+	ORF48-ORF49-ORF50-ORF51-ORF52-ORF53-ORF54	Torma_et_al				NA					87844-99343				ORF48	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	+	ORF48-ORF49-ORF50-ORF51-PC-Canonic	Torma_et_al				NA		***	5	2154.911733178	88589-93028				ORF48	0	0	0	0	4	84	18	73	44	223	5
NC_001491.2	+	ORF48-ORF49-ORF50-ORF51-PC-Long	Torma_et_al				NA		***	9	10382.903119899	88429-93028				ORF48	0	1	1	1	19	31	2	7	5	67	8
NC_001491.2	+	ORF48-ORF49-ORF50-ORF51-PC-Long-1	Torma_et_al				NA					87846-93028				ORF48	0	0	0	0	0	19	3	39	9	70	4
NC_001491.2	+	ORF48-ORF49-ORF50-ORF51-PC-Long-2	Torma_et_al				NA		***	8	8784.304399365	88297-93028				ORF48	0	0	0	3	11	48	6	27	24	119	6
NC_001491.2	+	ORF49-ORF50-ORF51-PC-Canonic	Torma_et_al				NA		***	9	15996.985830107	89351-93028				ORF49	0	1	1	2	11	29	4	16	9	73	8
NC_001491.2	+	ORF49-ORF50-ORF51-PC-Long	Torma_et_al				NA					89189-93028				ORF49	0	0	2	4	19	29	2	9	5	70	7
NC_001491.2	+	ORF5-ORF6-ORF7-ORF8-CX-Canonic	Torma_et_al				NA					3872-11067				ORF8	0	0	0	0	0	2	0	0	0	2	1
NC_001491.2	+	ORF50-Multicistronic-Long-novTX_168	Tombacz_et_al	Multicistronic-Long			NA		***	9		90650-93028				ORF50	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF50-Multicistronic-Long-novTX_169	Tombacz_et_al	Multicistronic-Long			NA		***	9		90663-93028				ORF50	0	1	0	0	1	0	2	1	0	5	4
NC_001491.2	+	ORF50-Multicistronic-Long-novTX_172	Tombacz_et_al	Multicistronic-Long			NA		***	9		90707-93028				ORF50	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	+	ORF50-Multicistronic-Short-novTX_175	Tombacz_et_al	Multicistronic-Short			NA		***	6		90784-93028				ORF50	0	0	0	0	0	0	0	0	2	2	1
NC_001491.2	+	ORF50-Multicistronic-Short-novTX_265	Tombacz_et_al	Multicistronic-Short			NA		***	9		90734-93028				ORF50	0	0	0	0	0	1	0	0	1	2	2
NC_001491.2	+	ORF50-ORF51-Canonic	Torma_et_al				NA		***	9	97815.579059717	90722-93028				ORF50	0	6	14	33	85	152	20	31	40	381	8
NC_001491.2	+	ORF50-ORF51-PC-Long	Torma_et_al				NA		***	8	3920.396308745	90586-93028				ORF50	0	1	1	2	5	6	2	0	2	19	7
NC_001491.2	+	ORF50-ORF51-PC-Long-1	Torma_et_al				NA					90226-93028				ORF50	0	0	0	6	12	5	21	2	26	72	6
NC_001491.2	+	ORF50-ORF51-PC-Long-2	Torma_et_al				NA		***	9	97815.579059717	90686-93028				ORF50	0	10	28	18	46	65	8	18	8	201	8
NC_001491.2	+	ORF51	Torma_et_al		mRNA.TU.19-TSS.122.1-0--5.35	92700	distance <= 50	30	*	2	466.852265231	92730-93028				ORF51	0	1	5	40	25	48	45	19	42	225	8
NC_001491.2	+	ORF51-Monocistronic-Long-novTX_180	Tombacz_et_al	Monocistronic-Long			NA		**	5		91202-93028				ORF51	0	0	0	0	0	3	1	2	1	7	4
NC_001491.2	+	ORF51-Monocistronic-Long-novTX_182	Tombacz_et_al	Monocistronic-Long	mRNA.TU.19-TSS.116.1-0--9.12	92391	distance <= 25	13	***	9		92378-93028				ORF51	0	0	0	0	1	0	0	0	0	1	1
NC_001491.2	+	ORF51-Monocistronic-Long-novTX_291	Tombacz_et_al	Monocistronic-Long	mRNA.TU.19-TSS.118.1-0--5.35	92481	distance <= 50	26	***	9		92455-93028				ORF51	0	0	0	0	0	0	1	1	0	2	2
NC_001491.2	+	ORF51-ORF52-ORF53-ORF54-CX-Canonic	Torma_et_al		mRNA.TU.19-TSS.117.1-0--56.29	92425	distance <= 25	16	***	9	52428.621414893	92409-99345				ORF51	0	0	0	0	0	4	0	0	1	5	2
NC_001491.2	+	ORF52-ORF53-ORF54-CX-Canonic	Torma_et_al		mRNA.TU.19-TSS.122.1-0--5.35	92700	distance <= 100	86				92786-99345															
NC_001491.2	+	ORF53-Canonic	Torma_et_al				NA		***	9	14069.896737759	94358-98004				ORF53	0	22	7	2	3	11	3	2	1	51	8
NC_001491.2	+	ORF53-ORF54-ORF55-ORF56-ORF57-ORF58	Torma_et_al				NA		***	9	14069.896737759	94358-105827															
NC_001491.2	+	ORF53-ORF54-PC-Canonic	Torma_et_al				NA		***	9	14069.896737759	94358-99345				ORF53	0	49	9	1	10	35	3	12	15	134	8
NC_001491.2	+	ORF53.5	Torma_et_al	Putative mRNA			NA		***	8	8228.51011937	95968-98004				ORF53	0	0	0	0	21	33	13	10	7	84	5
NC_001491.2	+	ORF54	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-99345				ORF54	0	0	0	3	30	1045	1297	5082	5441	12898	6
NC_001491.2	+	ORF54-L1	Torma_et_al				NA					94861-99345				ORF54	0	0	0	0	0	2	0	0	7	9	2
NC_001491.2	+	ORF54-L2	Torma_et_al				NA					95199-99345				ORF54	0	0	0	0	1	7	5	12	7	32	5
NC_001491.2	+	ORF54-L3	Torma_et_al				NA		***	8	8228.51011937	95968-99345				ORF54	0	0	1	1	17	101	11	37	28	196	7
NC_001491.2	+	ORF54-ORF55-ORF56-ORF57-CX-Canonic	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-105147				ORF54	0	0	0	0	0	0	0	8	4	12	2
NC_001491.2	+	ORF54-ORF55-ORF56-ORF57-ORF58-CX-Canonic	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-105836				ORF54	0	0	0	0	0	120	11	261	84	476	4
NC_001491.2	+	ORF54-S	Torma_et_al				NA		***	7	4439.455067837	96925-99345				ORF54	0	18	19	6	17	20	6	4	10	100	8
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Canonic	Torma_et_al		mRNA.TU.22-TSS.126.1-0--2.57	98162	distance <= 100	99				98261-105836				ORF57	0	0	0	0	0	0	0	1	1	2	2
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Long	Torma_et_al		mRNA.TU.22-TSS.126.1-0--2.57	98162	distance <= 25	0				98162-105836				ORF57	0	0	0	0	0	0	1	3	1	5	3
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Long-1	Torma_et_al		mRNA.TU.20-TSS.124.1-0--25.0	97188	distance <= 50	38				97150-105836				ORF57	0	0	0	0	0	0	0	2	1	3	2
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Long-2	Torma_et_al				NA					97642-105836				ORF57	0	0	0	0	0	0	0	3	1	4	2
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Short-1	Torma_et_al		mRNA.TU.21-TSS.136.1-0--15.91	98807	distance <= 25	18				98789-105836				ORF57	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Short-2	Torma_et_al		mRNA.TU.22-TSS.139.1-0--8.07	99002	distance <= 25	12				99014-105836															
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Short-3	Torma_et_al		mRNA.TU.22-TSS.141.1-0--2.39	99092	distance <= 25	3				99095-105836				ORF57	0	0	0	0	0	0	0	1	1	2	2
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Short-4	Torma_et_al		mRNA.TU.22-TSS.142.1-0--3.49	99132	distance <= 50	45				99177-105836				ORF57	0	0	0	0	0	0	0	3	1	4	2
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Short-5	Torma_et_al		mRNA.TU.21-TSS.127.1-0--6.82	98365	distance <= 100	61				98304-105836															
NC_001491.2	+	ORF55-ORF56-ORF57-ORF58-CX-Short-6	Torma_et_al		mRNA.TU.21-TSS.128.1-0--11.36	98460	distance <= 50	47				98413-105836															
NC_001491.2	+	ORF56-ORF57-ORF58-CX-Canonic	Torma_et_al				NA					99648-105836				ORF57	0	0	0	0	1	4	1	5	5	16	5
NC_001491.2	+	ORF56-ORF57-ORF58-CX-Long	Torma_et_al				NA					99583-105836				ORF57	0	0	0	0	0	0	3	6	0	9	2
NC_001491.2	+	ORF56-ORF57-ORF58-CX-Short	Torma_et_al				NA		*	2	302.909228319	100129-105836				ORF57	0	0	0	0	1	2	0	3	1	7	4
NC_001491.2	+	ORF56-ORF57-ORF58-CX-Short-1	Torma_et_al				NA		*	2	328.80212931	99859-105836				ORF57	0	0	0	0	0	6	1	0	1	8	3
NC_001491.2	+	ORF56-ORF57-ORF58-CX-Short-2	Torma_et_al				NA					100060-105836				ORF57	0	0	0	0	0	0	2	3	3	8	3
NC_001491.2	+	ORF57	Torma_et_al				NA		***	7	3594.735700787	102277-105147				ORF57	0	9	11	4	10	2	0	0	0	36	5
NC_001491.2	+	ORF57-ORF58-PC-Canonic	Torma_et_al				NA					101606-105836				ORF57	0	0	0	0	2	5	2	17	18	44	5
NC_001491.2	+	ORF57-ORF58-PC-Long-1	Torma_et_al				NA					100852-105836				ORF57	0	0	0	0	0	3	3	6	3	15	4
NC_001491.2	+	ORF57-ORF58-PC-Long-2	Torma_et_al				NA					101126-105836				ORF57	0	0	0	0	1	3	9	16	10	39	5
NC_001491.2	+	ORF57-ORF58-PC-Long-3	Torma_et_al				NA					101331-105836				ORF57	0	0	0	0	0	1	9	6	5	21	4
NC_001491.2	+	ORF57-ORF58-PC-Short	Torma_et_al				NA					101690-105836				ORF57	0	0	0	0	0	1	10	10	5	26	4
NC_001491.2	+	ORF57-ORF58-PC-Short-2	Torma_et_al				NA		***	7	3594.735700787	102277-105836				ORF57	0	1	1	0	1	8	2	6	4	23	7
NC_001491.2	+	ORF57-ORF58-PC-Short-3	Torma_et_al				NA					102368-105836				ORF57	0	0	0	0	0	1	6	7	5	19	4
NC_001491.2	+	ORF57.5	Torma_et_al	Putative mRNA			NA		***	8	5103.352589142	103733-105147				ORF57	0	0	0	6	6	21	3	8	5	49	6
NC_001491.2	+	ORF57.6	Torma_et_al	Putative mRNA	mRNA.TU.23-TSS.145.1-0--3.31	104568	distance <= 100	72	***	7	2318.55775303	104496-105147				ORF57	0	0	1	4	6	5	5	6	7	34	7
NC_001491.2	+	ORF57.7	Torma_et_al	Putative mRNA	mRNA.TU.23-TSS.147.1-0--7.16	104818	distance <= 25	4				104814-105147				ORF57	0	0	0	1	1	0	0	0	0	2	2
NC_001491.2	+	ORF58	Torma_et_al		mRNA.TU.23-TSS.151.1-0--15.15	105020	distance <= 25	14	***	9	17647.951411701	105006-105836				ORF58	0	0	0	12	98	505	206	227	343	1391	6
NC_001491.2	+	ORF58-L1	Torma_et_al				NA					102672-105836				ORF58	0	1	2	0	4	7	4	7	13	38	7
NC_001491.2	+	ORF58-L2	Torma_et_al				NA					103143-105836				ORF58	0	0	0	0	1	4	104	23	29	161	5
NC_001491.2	+	ORF58-L3	Torma_et_al				NA					103399-105836				ORF58	0	0	0	0	0	4	36	12	24	76	4
NC_001491.2	+	ORF58-L4	Torma_et_al				NA		***	8	5103.352589142	103733-105836				ORF58	0	0	0	1	23	159	77	146	288	694	6
NC_001491.2	+	ORF58.5	Torma_et_al	Putative mRNA	mRNA.TU.23-TSS.156.1-0--13.77	105512	distance <= 100	56				105456-105836				ORF58	0	2	1	6	15	147	824	209	953	2157	8
NC_001491.2	+	ORF6-ORF7-ORF8-ORF9-ORF10-ORF11	Torma_et_al				NA					5397-13517															
NC_001491.2	+	ORF64.1-L1	Torma_et_al	Putative mRNA			NA					143946-149339				ORF64	0	0	0	0	3	5	0	0	2	10	3
NC_001491.2	+	ORF64_2	Torma_et_al				NA		***	8	6134.170306508	144404-149339				ORF64	0	0	0	0	10	16	0	0	0	26	2
NC_001491.2	+	ORF65	Torma_et_al				NA		***	9	201992.674786318	121002-122451				ORF65	0	9	10	69	74	52	3	5	33	255	8
NC_001491.2	+	ORF65-L1	Torma_et_al				NA		*	2	663.841797805	120072-122451				ORF65	0	0	0	0	2	11	1	0	7	21	4
NC_001491.2	+	ORF65-Non-coding-intergenic-novTX_211	Tombacz_et_al	Non-coding-intergenic			NA		***	9		122289-122451				ORF65	0	1	0	1	0	1	0	0	0	3	3
NC_001491.2	+	ORF65-Non-coding-intergenic-novTX_347	Tombacz_et_al	Non-coding-intergenic			NA		***	9		122298-122451				ORF65	0	0	0	2	0	2	0	0	0	4	2
NC_001491.2	+	ORF65-Non-coding-novTX_203	Tombacz_et_al	Non-coding			NA		**	3		121887-122451				ORF65	0	0	0	0	1	0	0	0	1	2	2
NC_001491.2	+	ORF65-Non-coding-novTX_204	Tombacz_et_al	Non-coding			NA		***	8		121953-122451				ORF65	0	0	0	1	2	0	0	0	0	3	2
NC_001491.2	+	ORF65-Non-coding-novTX_205	Tombacz_et_al	Non-coding			NA		***	8		121973-122451				ORF65	0	0	0	3	0	0	0	0	1	4	2
NC_001491.2	+	ORF65-Non-coding-novTX_206	Tombacz_et_al	Non-coding			NA		***	8		122047-122451				ORF65	0	0	0	1	0	1	0	0	0	2	2
NC_001491.2	+	ORF65-Non-coding-novTX_207	Tombacz_et_al	Non-coding			NA		***	8		122078-122451															
NC_001491.2	+	ORF65-Non-coding-novTX_208	Tombacz_et_al	Non-coding			NA		***	8		122127-122451				ORF65	0	0	1	1	0	0	0	0	0	2	2
NC_001491.2	+	ORF65-Non-coding-novTX_209	Tombacz_et_al	Non-coding			NA		***	8		122214-122451				ORF65	0	0	0	3	0	0	0	0	2	5	2
NC_001491.2	+	ORF65-Non-coding-novTX_269	Tombacz_et_al	Non-coding			NA		***	8		121769-122451				ORF65	0	0	1	1	0	0	0	0	1	3	3
NC_001491.2	+	ORF65-Non-coding-novTX_270	Tombacz_et_al	Non-coding			NA		***	8		122010-122451				ORF65	0	0	0	0	0	1	1	1	0	3	3
NC_001491.2	+	ORF65-Non-coding-novTX_304	Tombacz_et_al	Non-coding			NA		***	8		121801-122451															
NC_001491.2	+	ORF65-Non-coding-novTX_337	Tombacz_et_al	Non-coding			NA		***	9		122245-122451				ORF65	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	+	ORF65-ORF66-PC	Torma_et_al				NA					120997-123600															
NC_001491.2	+	ORF65-Putative mRNA-novTX_201	Tombacz_et_al	Putative mRNA			NA		**	5		121687-122451				ORF65	0	0	0	1	0	0	2	0	0	3	2
NC_001491.2	+	ORF65-Putative mRNA-novTX_340	Tombacz_et_al	Putative mRNA			NA		***	6		121617-122451				ORF65	0	0	1	1	1	0	0	0	0	3	3
NC_001491.2	+	ORF65-S	Torma_et_al				NA		**	4	1098.56362286	121300-122451				ORF65	0	3	15	44	10	11	3	1	2	89	8
NC_001491.2	+	ORF66	Torma_et_al				NA		***	9	12428.941132688	122825-123602				ORF66	0	0	1	41	97	145	19	16	6	325	7
NC_001491.2	+	ORF67-Monocistronic-Short-novTX_2	Tombacz_et_al	Monocistronic-Short	mRNA.TU.29-TSS.190.1-0--43.52	137837	distance <= 25	10	***	9		137847-138877				ORF67	0	0	0	0	0	1	1	0	0	2	2
NC_001491.2	+	ORF67-Monocistronic-Short-novTX_295	Tombacz_et_al	Monocistronic-Short	mRNA.TU.29-TSS.193.1-0--3.83	137970	distance <= 25	5	***	9		137965-138877				ORF67	0	0	0	1	1	0	0	0	0	2	2
