seqnames	strand	correct_tss	prime5	sample	hpi	Time	cell_line	group	count	endtype	pos	start	end
NC_001491.2	+	TRUE	84364	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	84364	84364	84364
NC_001491.2	+	TRUE	26157	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	26157	26157	26157
NC_001491.2	+	TRUE	23857	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	23857	23857	23857
NC_001491.2	+	TRUE	122048	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	122048	122048	122048
NC_001491.2	+	TRUE	101606	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	101606	101606	101606
NC_001491.2	-	TRUE	11524	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	11524	11524	11524
NC_001491.2	-	TRUE	55172	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	55172	55172	55172
NC_001491.2	-	TRUE	29534	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	29534	29534	29534
NC_001491.2	+	TRUE	121805	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	121805	121805	121805
NC_001491.2	-	TRUE	32238	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	32238	32238	32238
NC_001491.2	+	TRUE	118875	EHV1_cage_A			RK-13	EHV1_cage_A	12	prime5	118875	118875	118875
NC_001491.2	-	TRUE	12257	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	12257	12257	12257
NC_001491.2	+	TRUE	15563	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	15563	15563	15563
NC_001491.2	-	TRUE	6563	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	6563	6563	6563
NC_001491.2	+	TRUE	76722	EHV1_cage_A			RK-13	EHV1_cage_A	6	prime5	76722	76722	76722
NC_001491.2	-	TRUE	50041	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	50041	50041	50041
NC_001491.2	-	TRUE	106979	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	106979	106979	106979
NC_001491.2	+	TRUE	15115	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	15115	15115	15115
NC_001491.2	+	TRUE	136555	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	136555	136555	136555
NC_001491.2	+	TRUE	69602	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	69602	69602	69602
NC_001491.2	+	TRUE	55530	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	55530	55530	55530
NC_001491.2	-	TRUE	5275	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	5275	5275	5275
NC_001491.2	+	TRUE	50447	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	50447	50447	50447
NC_001491.2	-	TRUE	10336	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	10336	10336	10336
NC_001491.2	+	TRUE	132277	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	132277	132277	132277
NC_001491.2	+	TRUE	92152	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	92152	92152	92152
NC_001491.2	+	TRUE	64686	EHV1_cage_A			RK-13	EHV1_cage_A	8	prime5	64686	64686	64686
NC_001491.2	+	TRUE	121801	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	121801	121801	121801
NC_001491.2	-	TRUE	61167	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	61167	61167	61167
NC_001491.2	-	TRUE	55264	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	55264	55264	55264
NC_001491.2	+	TRUE	12027	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	12027	12027	12027
NC_001491.2	+	TRUE	121977	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	121977	121977	121977
NC_001491.2	+	TRUE	90665	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	90665	90665	90665
NC_001491.2	+	TRUE	51136	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	51136	51136	51136
NC_001491.2	-	TRUE	130698	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	130698	130698	130698
NC_001491.2	+	TRUE	105645	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	105645	105645	105645
NC_001491.2	-	TRUE	117670	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	117670	117670	117670
NC_001491.2	+	TRUE	19643	EHV1_cage_A			RK-13	EHV1_cage_A	16	prime5	19643	19643	19643
NC_001491.2	-	TRUE	47341	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	47341	47341	47341
NC_001491.2	-	TRUE	25786	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	25786	25786	25786
NC_001491.2	-	TRUE	133590	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	133590	133590	133590
NC_001491.2	+	TRUE	136645	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	136645	136645	136645
NC_001491.2	+	TRUE	90804	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	90804	90804	90804
NC_001491.2	-	TRUE	124864	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	124864	124864	124864
NC_001491.2	+	TRUE	96925	EHV1_cage_A			RK-13	EHV1_cage_A	6	prime5	96925	96925	96925
NC_001491.2	+	TRUE	62441	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	62441	62441	62441
NC_001491.2	-	TRUE	117667	EHV1_cage_A			RK-13	EHV1_cage_A	15	prime5	117667	117667	117667
NC_001491.2	+	TRUE	48558	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	48558	48558	48558
NC_001491.2	-	TRUE	117668	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	117668	117668	117668
NC_001491.2	+	TRUE	129343	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	129343	129343	129343
NC_001491.2	-	TRUE	5950	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	5950	5950	5950
NC_001491.2	+	TRUE	10875	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	10875	10875	10875
NC_001491.2	-	TRUE	116536	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	116536	116536	116536
NC_001491.2	+	TRUE	122193	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	122193	122193	122193
NC_001491.2	+	TRUE	123295	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	123295	123295	123295
NC_001491.2	+	TRUE	2658	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	2658	2658	2658
NC_001491.2	-	TRUE	43522	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	43522	43522	43522
NC_001491.2	-	TRUE	87995	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	87995	87995	87995
NC_001491.2	-	TRUE	108194	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	108194	108194	108194
NC_001491.2	-	TRUE	51950	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	51950	51950	51950
NC_001491.2	-	TRUE	75358	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	75358	75358	75358
NC_001491.2	-	TRUE	50016	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	50016	50016	50016
NC_001491.2	+	TRUE	22580	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	22580	22580	22580
NC_001491.2	+	TRUE	48420	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	48420	48420	48420
NC_001491.2	-	TRUE	112864	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	112864	112864	112864
NC_001491.2	+	TRUE	132500	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	132500	132500	132500
NC_001491.2	-	TRUE	53201	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	53201	53201	53201
NC_001491.2	-	TRUE	44314	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	44314	44314	44314
NC_001491.2	-	TRUE	127457	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	127457	127457	127457
NC_001491.2	+	TRUE	54929	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	54929	54929	54929
NC_001491.2	+	TRUE	44532	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	44532	44532	44532
NC_001491.2	-	TRUE	43701	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	43701	43701	43701
NC_001491.2	+	TRUE	18897	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	18897	18897	18897
NC_001491.2	+	TRUE	80255	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	80255	80255	80255
NC_001491.2	+	TRUE	3353	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	3353	3353	3353
NC_001491.2	-	TRUE	48504	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	48504	48504	48504
NC_001491.2	+	TRUE	122272	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	122272	122272	122272
NC_001491.2	+	TRUE	134796	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	134796	134796	134796
NC_001491.2	-	TRUE	124675	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	124675	124675	124675
NC_001491.2	-	TRUE	108333	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	108333	108333	108333
NC_001491.2	+	TRUE	126343	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	126343	126343	126343
NC_001491.2	-	TRUE	135444	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	135444	135444	135444
NC_001491.2	+	TRUE	69934	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	69934	69934	69934
NC_001491.2	+	TRUE	134845	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	134845	134845	134845
NC_001491.2	+	TRUE	68373	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	68373	68373	68373
NC_001491.2	+	TRUE	15089	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	15089	15089	15089
NC_001491.2	+	TRUE	88295	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	88295	88295	88295
NC_001491.2	+	TRUE	138199	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	138199	138199	138199
NC_001491.2	+	TRUE	135013	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	135013	135013	135013
NC_001491.2	+	TRUE	97822	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	97822	97822	97822
NC_001491.2	-	TRUE	75118	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	75118	75118	75118
NC_001491.2	-	TRUE	99954	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	99954	99954	99954
NC_001491.2	-	TRUE	90162	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	90162	90162	90162
NC_001491.2	-	TRUE	119721	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	119721	119721	119721
NC_001491.2	+	TRUE	137062	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	137062	137062	137062
NC_001491.2	+	TRUE	18363	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	18363	18363	18363
NC_001491.2	-	TRUE	103275	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	103275	103275	103275
NC_001491.2	+	TRUE	135515	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	135515	135515	135515
NC_001491.2	+	TRUE	45879	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	45879	45879	45879
NC_001491.2	-	TRUE	112862	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	112862	112862	112862
NC_001491.2	+	TRUE	91491	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	91491	91491	91491
NC_001491.2	+	TRUE	2729	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	2729	2729	2729
NC_001491.2	-	TRUE	70103	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	70103	70103	70103
NC_001491.2	-	TRUE	66266	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	66266	66266	66266
NC_001491.2	-	TRUE	77452	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	77452	77452	77452
NC_001491.2	+	TRUE	17567	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	17567	17567	17567
NC_001491.2	+	TRUE	127635	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	127635	127635	127635
NC_001491.2	+	TRUE	17314	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	17314	17314	17314
NC_001491.2	+	TRUE	75648	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	75648	75648	75648
NC_001491.2	-	TRUE	135404	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	135404	135404	135404
NC_001491.2	+	TRUE	113062	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	113062	113062	113062
NC_001491.2	+	TRUE	135043	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	135043	135043	135043
NC_001491.2	+	TRUE	71122	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	71122	71122	71122
NC_001491.2	+	TRUE	126339	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	126339	126339	126339
NC_001491.2	+	TRUE	64510	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	64510	64510	64510
NC_001491.2	-	TRUE	100013	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	100013	100013	100013
NC_001491.2	-	TRUE	61090	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	61090	61090	61090
NC_001491.2	+	TRUE	77303	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	77303	77303	77303
NC_001491.2	+	TRUE	94356	EHV1_cage_A			RK-13	EHV1_cage_A	11	prime5	94356	94356	94356
NC_001491.2	+	TRUE	102806	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	102806	102806	102806
NC_001491.2	-	TRUE	50015	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	50015	50015	50015
NC_001491.2	+	TRUE	122310	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	122310	122310	122310
NC_001491.2	-	TRUE	10887	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	10887	10887	10887
NC_001491.2	-	TRUE	112940	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	112940	112940	112940
NC_001491.2	+	TRUE	136605	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	136605	136605	136605
NC_001491.2	-	TRUE	65675	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	65675	65675	65675
NC_001491.2	-	TRUE	5063	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	5063	5063	5063
NC_001491.2	-	TRUE	111732	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	111732	111732	111732
NC_001491.2	+	TRUE	122826	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	122826	122826	122826
NC_001491.2	+	TRUE	18331	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	18331	18331	18331
NC_001491.2	+	TRUE	122119	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	122119	122119	122119
NC_001491.2	-	TRUE	94097	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	94097	94097	94097
NC_001491.2	+	TRUE	92251	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	92251	92251	92251
NC_001491.2	-	TRUE	112850	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	112850	112850	112850
NC_001491.2	-	TRUE	96298	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	96298	96298	96298
NC_001491.2	+	TRUE	136604	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	136604	136604	136604
NC_001491.2	+	TRUE	127628	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	127628	127628	127628
NC_001491.2	-	TRUE	37136	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	37136	37136	37136
NC_001491.2	+	TRUE	121689	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	121689	121689	121689
NC_001491.2	-	TRUE	70105	EHV1_cage_A			RK-13	EHV1_cage_A	8	prime5	70105	70105	70105
NC_001491.2	-	TRUE	23612	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	23612	23612	23612
NC_001491.2	+	TRUE	81621	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	81621	81621	81621
NC_001491.2	+	TRUE	102278	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	102278	102278	102278
NC_001491.2	-	TRUE	45133	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	45133	45133	45133
NC_001491.2	-	TRUE	28511	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	28511	28511	28511
NC_001491.2	+	TRUE	35622	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	35622	35622	35622
NC_001491.2	-	TRUE	11516	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	11516	11516	11516
NC_001491.2	-	TRUE	62380	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	62380	62380	62380
NC_001491.2	+	TRUE	81509	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	81509	81509	81509
NC_001491.2	+	TRUE	17987	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	17987	17987	17987
NC_001491.2	-	TRUE	125334	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	125334	125334	125334
NC_001491.2	+	TRUE	64790	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	64790	64790	64790
NC_001491.2	-	TRUE	1424	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	1424	1424	1424
NC_001491.2	+	TRUE	43405	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	43405	43405	43405
NC_001491.2	-	TRUE	111607	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	111607	111607	111607
NC_001491.2	+	TRUE	33145	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	33145	33145	33145
NC_001491.2	+	TRUE	61258	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	61258	61258	61258
NC_001491.2	-	TRUE	62379	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	62379	62379	62379
NC_001491.2	-	TRUE	67155	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	67155	67155	67155
NC_001491.2	+	TRUE	88785	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	88785	88785	88785
NC_001491.2	-	TRUE	98695	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	98695	98695	98695
NC_001491.2	-	TRUE	4338	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	4338	4338	4338
NC_001491.2	-	TRUE	22919	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	22919	22919	22919
NC_001491.2	-	TRUE	124869	EHV1_cage_A			RK-13	EHV1_cage_A	6	prime5	124869	124869	124869
NC_001491.2	-	TRUE	125204	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	125204	125204	125204
NC_001491.2	-	TRUE	110097	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	110097	110097	110097
NC_001491.2	-	TRUE	25721	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	25721	25721	25721
NC_001491.2	-	TRUE	22060	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	22060	22060	22060
NC_001491.2	-	TRUE	101663	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	101663	101663	101663
NC_001491.2	+	TRUE	77637	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	77637	77637	77637
NC_001491.2	-	TRUE	3460	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	3460	3460	3460
NC_001491.2	+	TRUE	78740	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	78740	78740	78740
NC_001491.2	+	TRUE	122076	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	122076	122076	122076
NC_001491.2	+	TRUE	1303	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	1303	1303	1303
NC_001491.2	+	TRUE	79745	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	79745	79745	79745
NC_001491.2	-	TRUE	93939	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	93939	93939	93939
NC_001491.2	-	TRUE	69639	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	69639	69639	69639
NC_001491.2	+	TRUE	126873	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	126873	126873	126873
NC_001491.2	-	TRUE	102451	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	102451	102451	102451
NC_001491.2	-	TRUE	48247	EHV1_cage_A			RK-13	EHV1_cage_A	8	prime5	48247	48247	48247
NC_001491.2	+	TRUE	33224	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	33224	33224	33224
NC_001491.2	-	TRUE	26258	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	26258	26258	26258
NC_001491.2	+	TRUE	127926	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	127926	127926	127926
NC_001491.2	-	TRUE	88929	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	88929	88929	88929
NC_001491.2	-	TRUE	25791	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	25791	25791	25791
NC_001491.2	+	TRUE	19581	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	19581	19581	19581
NC_001491.2	+	TRUE	94569	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	94569	94569	94569
NC_001491.2	-	TRUE	125338	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	125338	125338	125338
NC_001491.2	+	TRUE	81898	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	81898	81898	81898
NC_001491.2	+	TRUE	19814	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	19814	19814	19814
NC_001491.2	-	TRUE	120389	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	120389	120389	120389
NC_001491.2	-	TRUE	112626	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	112626	112626	112626
NC_001491.2	+	TRUE	15821	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	15821	15821	15821
NC_001491.2	-	TRUE	19527	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	19527	19527	19527
NC_001491.2	+	TRUE	69719	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	69719	69719	69719
NC_001491.2	+	TRUE	23858	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	23858	23858	23858
NC_001491.2	-	TRUE	7403	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	7403	7403	7403
NC_001491.2	+	TRUE	86336	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	86336	86336	86336
NC_001491.2	+	TRUE	26161	EHV1_cage_A			RK-13	EHV1_cage_A	7	prime5	26161	26161	26161
NC_001491.2	+	TRUE	91182	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	91182	91182	91182
NC_001491.2	-	TRUE	124944	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	124944	124944	124944
NC_001491.2	+	TRUE	71719	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	71719	71719	71719
NC_001491.2	+	TRUE	74724	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	74724	74724	74724
NC_001491.2	+	TRUE	78537	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	78537	78537	78537
NC_001491.2	+	TRUE	72222	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	72222	72222	72222
NC_001491.2	+	TRUE	78677	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	78677	78677	78677
NC_001491.2	-	TRUE	55196	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	55196	55196	55196
NC_001491.2	+	TRUE	55321	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	55321	55321	55321
NC_001491.2	+	TRUE	91558	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	91558	91558	91558
NC_001491.2	+	TRUE	86363	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	86363	86363	86363
NC_001491.2	+	TRUE	62496	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	62496	62496	62496
NC_001491.2	-	TRUE	65546	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	65546	65546	65546
NC_001491.2	+	TRUE	126337	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	126337	126337	126337
NC_001491.2	+	TRUE	19748	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	19748	19748	19748
NC_001491.2	+	TRUE	78170	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	78170	78170	78170
NC_001491.2	+	TRUE	76652	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	76652	76652	76652
NC_001491.2	+	TRUE	72728	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	72728	72728	72728
NC_001491.2	-	TRUE	107482	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	107482	107482	107482
NC_001491.2	+	TRUE	55318	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	55318	55318	55318
NC_001491.2	-	TRUE	76382	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	76382	76382	76382
NC_001491.2	+	TRUE	1254	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	1254	1254	1254
NC_001491.2	-	TRUE	16798	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	16798	16798	16798
NC_001491.2	-	TRUE	69696	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	69696	69696	69696
NC_001491.2	+	TRUE	88298	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	88298	88298	88298
NC_001491.2	+	TRUE	95563	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	95563	95563	95563
NC_001491.2	+	TRUE	55257	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	55257	55257	55257
NC_001491.2	-	TRUE	106292	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	106292	106292	106292
NC_001491.2	+	TRUE	61315	EHV1_cage_A			RK-13	EHV1_cage_A	4	prime5	61315	61315	61315
NC_001491.2	+	TRUE	48536	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	48536	48536	48536
NC_001491.2	+	TRUE	34795	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	34795	34795	34795
NC_001491.2	+	TRUE	89354	EHV1_cage_A			RK-13	EHV1_cage_A	2	prime5	89354	89354	89354
NC_001491.2	+	TRUE	36494	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	36494	36494	36494
NC_001491.2	-	TRUE	48287	EHV1_cage_A			RK-13	EHV1_cage_A	5	prime5	48287	48287	48287
NC_001491.2	+	TRUE	38984	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	38984	38984	38984
NC_001491.2	-	TRUE	31391	EHV1_cage_A			RK-13	EHV1_cage_A	3	prime5	31391	31391	31391
NC_001491.2	+	TRUE	33937	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	33937	33937	33937
NC_001491.2	+	TRUE	103380	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	103380	103380	103380
NC_001491.2	-	TRUE	47927	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	47927	47927	47927
NC_001491.2	-	TRUE	112939	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	112939	112939	112939
NC_001491.2	-	TRUE	44239	EHV1_cage_A			RK-13	EHV1_cage_A	1	prime5	44239	44239	44239
