contig	source	feature	start	end	score	strand	frame	info	method	12h-1	12h-2	12h-3	18h-1	18h-2	18h-3	1h_1	1h_2	1h_3	24h-1	24h-2	24h-3	2h_1	2h_2	2h_3	48h-1	48h-2	48h-3	4h-1	4h-2	4h-3	6h-1	6h-2	6h-3	8h-1	8h-2	8h-3
NC_001491.2	LoRTIA	intron	121151	121286	2	+	.	GT/AG	12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	121085	121267	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	2	0	0
NC_001491.2	LoRTIA	intron	122164	122405	2	-	.	GT/AG	12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	121051	122149	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	120139	120632	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	108728	111231	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	110393	111323	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	110860	111336	3	+	.	GT/AG	12h-2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	112362	112440	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	114100	114662	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	114546	114618	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	118929	119063	2	+	.	GT/AG	12h-2	0	2	3	3	3	2	0	0	0	4	7	2	0	0	0	10	10	7	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	120133	120633	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	114505	114636	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141882	142069	3	.	.		12h-2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141886	142087	12	.	.		12h-2	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0
NC_001491.2	LoRTIA	intron	141940	141981	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	0	0	0	3	0	0	0	3	0
NC_001491.2	LoRTIA	intron	142526	143019	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	142527	143027	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	144097	144231	2	-	.	GT/AG	12h-2	0	2	3	3	3	2	0	0	0	4	7	2	0	0	0	10	9	7	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141874	142009	2	-	.	GT/AG	12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	125483	125647	2	.	.		12h-2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	129098	129458	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	129173	129596	2	-	.	GT/AG	12h-2	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	133266	133431	2	-	.	GT/AG	12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	137593	137684	2	.	.		12h-2	0	2	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NC_001491.2	LoRTIA	intron	137702	138055	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	137801	137925	2	+	.	GT/AG	12h-2	0	2	0	0	2	0	0	0	0	4	0	2	0	0	0	9	6	26	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	139044	139311	2	-	.	GT/AG	12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141011	142109	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141874	142030	2	-	.	GT/AG	12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	140755	140996	3	+	.	GT/AG	12h-2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
NC_001491.2	LoRTIA	intron	148519	148650	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	103590	105513	2	+	.	GT/AG	12h-2	0	2	0	0	0	0	0	0	0	17	11	10	0	0	0	39	45	59	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	16358	17540	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	21627	22841	2	+	.	GC/AG	12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	21799	22053	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	24560	25068	7	.	.		12h-2	0	7	5	0	3	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
NC_001491.2	LoRTIA	intron	28017	28202	4	.	.		12h-2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	31630	32632	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	31661	32691	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	31664	32697	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	31689	32679	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	13619	13867	3	.	.		12h-2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	2902	3525	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	4666	8974	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	5783	6221	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	12743	13046	4	.	.		12h-2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	31910	32647	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	33477	33553	2	+	.	GC/AG	12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	83878	84179	2	-	.	GC/AG	12h-2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	83880	84181	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	94030	94244	3	.	.		12h-2	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	94034	94263	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	102950	103660	2	-	.	GT/AG	12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	33035	33072	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	77740	80786	7	.	.		12h-2	0	7	5	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	35795	35940	3	+	.	GT/AG	12h-2	0	3	3	3	2	0	0	0	0	2	3	3	0	0	0	5	10	10	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	50401	51220	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	57441	59104	3	-	.	GT/AG	12h-2	0	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	67890	68794	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	71548	73648	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	72098	73587	3	.	.		12h-2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	74386	74453	2	+	.	GT/AG	12h-2	0	2	0	4	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	77736	80782	5	.	.		12h-2	0	5	0	0	2	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	148540	148612	2	.	.		12h-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	86	1009	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	121085	121275	2	.	.		12h-3	0	0	2	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	2	0	2	3	0	0	0	6	2
NC_001491.2	LoRTIA	intron	121085	121270	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
NC_001491.2	LoRTIA	intron	119225	119464	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	97270	98637	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	99378	99576	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	99378	99787	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	103770	104226	3	+	.	GT/AG	12h-3	0	0	3	10	9	7	0	0	0	18	16	17	0	0	0	85	85	111	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	104072	105143	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	113359	113766	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	114100	114665	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	143696	143935	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141886	142075	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
NC_001491.2	LoRTIA	intron	121790	122044	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_001491.2	LoRTIA	intron	121796	122044	2	+	.	GT/AG	12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	123855	124127	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	124828	125111	6	.	.		12h-3	0	0	6	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2	3	4	0	4	0	0	0	0
NC_001491.2	LoRTIA	intron	121109	121278	21	.	.		12h-3	0	0	21	3	0	0	0	0	0	3	0	0	23	0	11	0	0	0	16	16	0	0	0	15	17	0	0
NC_001491.2	LoRTIA	intron	132462	134047	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	137593	137682	2	-	.	GC/AG	12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	138048	138331	6	.	.		12h-3	0	0	6	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2	3	4	0	4	0	0	0	0
NC_001491.2	LoRTIA	intron	141116	141364	2	-	.	GT/AG	12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141116	141370	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_001491.2	LoRTIA	intron	127533	128043	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	84323	84928	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	31928	32631	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	18331	18862	2	+	.	AT/AC	12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	14704	14814	3	-	.	GT/AG	12h-3	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	13743	13836	3	.	.		12h-3	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	91	1018	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	937	1112	2	-	.	GC/AG	12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	1526	1581	2	-	.	GT/AG	12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	5035	6539	2	+	.	GT/AG	12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32124	32810	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	12399	13049	3	.	.		12h-3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32307	32476	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32379	32505	2	+	.	GT/AG	12h-3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	78297	78778	5	-	.	GT/AG	12h-3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
NC_001491.2	LoRTIA	intron	84321	91345	3	-	.	GT/AG	12h-3	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	83632	84155	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	76089	76256	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	50155	51003	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	63686	63866	2	.	.		12h-3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	64262	64325	3	.	.		12h-3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	68518	69903	2	+	.	GT/AG	12h-3	0	0	2	0	3	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	121073	121315	3	+	.	GT/AG	18h-1	0	0	0	3	0	0	0	0	0	4	0	2	0	0	0	6	3	0	2	0	5	2	2	2	0	5	2
NC_001491.2	LoRTIA	intron	119659	120916	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	118929	119066	2	+	.	GT/AG	18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	113372	113718	3	.	.		18h-1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	112195	114109	4	+	.	GT/AG	18h-1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	110414	111292	2	+	.	GT/AG	18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	109293	109432	4	+	.	GT/AG	18h-1	0	0	0	4	2	2	0	0	0	0	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	121116	121286	3	+	.	GT/AG	18h-1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	123906	124176	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	125105	125458	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	144094	144231	2	-	.	GT/AG	18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	142244	143501	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141874	142044	6	-	.	GT/AG	18h-1	0	0	0	6	2	0	0	0	0	0	3	3	0	18	11	0	5	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	140930	142294	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	138984	139254	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	138047	138331	3	.	.		18h-1	0	0	0	3	3	3	0	0	0	0	0	0	0	4	2	4	0	0	0	3	7	5	4	5	0	0	0
NC_001491.2	LoRTIA	intron	137593	137673	2	-	.	GT/AG	18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	133139	133198	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	132250	133336	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	129324	129449	2	-	.	GT/AG	18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	125235	128673	2	-	.	GT/AG	18h-1	0	0	0	2	2	0	0	0	0	2	3	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	124828	125112	3	.	.		18h-1	0	0	0	3	3	4	0	0	0	0	0	0	2	3	2	4	2	0	0	2	6	5	4	6	0	0	0
NC_001491.2	LoRTIA	intron	98132	105513	77	+	.	GT/AG	18h-1	0	0	0	77	59	57	0	0	0	224	205	195	0	0	0	880	743	997	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	97270	97975	5	+	.	GT/AG	18h-1	0	0	0	5	3	0	0	0	0	28	22	15	0	0	0	97	72	95	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	96572	105513	13	+	.	GT/AG	18h-1	0	0	0	13	0	0	0	0	0	30	38	32	0	0	0	147	117	134	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	53288	53765	2	-	.	GT/AG	18h-1	0	0	0	2	6	3	0	0	0	8	3	3	0	0	0	9	5	15	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	35998	36095	4	+	.	GT/AG	18h-1	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	5	3	2	0	0	0	0	0	0	0	0	2
NC_001491.2	LoRTIA	intron	32978	35940	2	+	.	GT/AG	18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	25275	26645	2	+	.	GT/AG	18h-1	0	0	0	2	3	0	0	0	0	5	5	3	0	0	0	13	13	17	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	25275	26619	2	+	.	GT/AG	18h-1	0	0	0	2	0	0	0	0	0	5	0	2	0	0	0	4	2	6	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	17844	18092	4	.	.		18h-1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	11597	14814	4	-	.	GT/AG	18h-1	0	0	0	4	4	5	0	0	0	6	9	6	0	0	0	30	19	19	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	7875	10681	3	+	.	GT/AG	18h-1	0	0	0	3	0	9	0	0	0	8	3	3	0	0	0	6	5	5	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	80575	80670	3	.	.		18h-1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	79438	81301	4	+	.	GT/AG	18h-1	0	0	0	4	6	3	0	0	0	23	17	14	0	0	0	28	25	20	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	78306	78778	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	78145	79302	5	+	.	GT/AG	18h-1	0	0	0	5	6	4	0	0	0	44	35	31	0	0	0	48	25	24	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	78066	78133	2	+	.	AT/AC	18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	78042	78133	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	75205	75377	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
